PG.Genes	PG.ProteinAccessions	PG.ProteinDescriptions	PG.ProteinNames	PG.Qvalue	gene_id	gene_chr	gene_start_hg38	gene_end_hg38	strand
RPL31	P62899	60S ribosomal protein L31	RL31_HUMAN	3.99e-07	6160	2	101002229	101019693	+
RPL32	P62910	60S ribosomal protein L32	RL32_HUMAN	1.48e-09	6161	3	12834945	12841582	-
RPL34	P49207	60S ribosomal protein L34	RL34_HUMAN	7.13e-13	6164	4	108620566	108630484	+
RPL35	P42766	60S ribosomal protein L35	RL35_HUMAN	1.14e-17	11224	9	124857879	124861961	-
RPL36	Q9Y3U8	60S ribosomal protein L36	RL36_HUMAN	4.46e-23	25873	19	5690261	5691667	+
RPL37A	P61513	60S ribosomal protein L37a	RL37A_HUMAN	1.74e-07	6168	2	216498797	216501467	+
RPL38	P63173	60S ribosomal protein L38	RL38_HUMAN	3.08e-06	6169	17	74203656	74209880	+
RPL4	P36578	60S ribosomal protein L4	RL4_HUMAN	4.34e-11	6124	15	66499315	66504855	-
RPL5	P46777	60S ribosomal protein L5	RL5_HUMAN	3.86e-20	6125	1	92832037	92841924	+
RPL6	Q02878	60S ribosomal protein L6	RL6_HUMAN	1.45e-15	6128	12	112405190	112418838	-
RPL7	P18124	60S ribosomal protein L7	RL7_HUMAN	2.62e-13	6129	8	73290639	73294494	-
RPL7A	P62424	60S ribosomal protein L7a	RL7A_HUMAN	5.02e-08	6130	9	133348214	133351425	+
RPL7L1	Q6DKI1	60S ribosomal protein L7-like 1	RL7L_HUMAN	0.000279022	285855	6	42879917	42889889	+
RPL8	P62917	60S ribosomal protein L8	RL8_HUMAN	4.02e-17	6132	8	144789767	144792420	-
RPL9	P32969	60S ribosomal protein L9	RL9_HUMAN	3.7e-09	6133	4	39454124	39458948	-
RPLP0	P05388	60S acidic ribosomal protein P0	RLA0_HUMAN	1.3e-10	6175	12	120196700	120201211	-
RPLP1	P05386	60S acidic ribosomal protein P1	RLA1_HUMAN	3.04e-05	6176	15	69452820	69455545	+
RPLP2	P05387	60S acidic ribosomal protein P2	RLA2_HUMAN	5.53e-15	6181	11	809936	812876	+
RPN1	P04843	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	RPN1_HUMAN	2.16e-21	6184	3	128619970	128650876	-
RPN2	P04844	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	RPN2_HUMAN	3.34e-20	6185	20	37179051	37241623	+
RPP30	P78346	Ribonuclease P protein subunit p30	RPP30_HUMAN	2.01e-07	10556	10	90871952	90908558	+
RPRD1A	Q96P16	Regulation of nuclear pre-mRNA domain-containing protein 1A	RPR1A_HUMAN	0.001348231	55197	18	35989824	36067594	-
RPRD1B	Q9NQG5	Regulation of nuclear pre-mRNA domain-containing protein 1B	RPR1B_HUMAN	3.79e-23	58490	20	38033487	38092364	+
RPRD2	Q5VT52	Regulation of nuclear pre-mRNA domain-containing protein 2	RPRD2_HUMAN	0.001576201	23248	1	150364111	150476566	+
RPS10	P46783	40S ribosomal protein S10	RS10_HUMAN	1.17e-19	6204	6	34417454	34426125	-
RPS11	P62280	40S ribosomal protein S11	RS11_HUMAN	8.74e-05	6205	19	49496365	49499712	+
RPS12	P25398	40S ribosomal protein S12	RS12_HUMAN	3.11e-10	6206	6	132814569	132817564	+
RPS13	P62277	40S ribosomal protein S13	RS13_HUMAN	8.23e-09	6207	11	17074392	17077673	-
RPS14	P62263	40S ribosomal protein S14	RS14_HUMAN	1.02e-11	6208	5	150444229	150449756	-
RPS15	P62841	40S ribosomal protein S15	RS15_HUMAN	1.43e-12	6209	19	1438364	1440494	+
RPS15A	P62244	40S ribosomal protein S15a	RS15A_HUMAN	2.05e-12	6210	16	18782955	18790334	-
RPS16	P62249	40S ribosomal protein S16	RS16_HUMAN	3.79e-23	6217	19	39433207	39436020	-
RPS17	P08708	40S ribosomal protein S17	RS17_HUMAN	8.9e-08	6218	15	82536750	82540544	-
RPS18	P62269	40S ribosomal protein S18	RS18_HUMAN	3.72e-07	6222	6	33272075	33276504	+
RPS19	P39019	40S ribosomal protein S19	RS19_HUMAN	2.6e-11	6223	19	41859918	41871416	+
RPS2	P15880	40S ribosomal protein S2	RS2_HUMAN	3e-07	6187	16	1962061	1964826	-
RPS20	P60866	40S ribosomal protein S20	RS20_HUMAN	1.25e-21	6224	8	56068180	56074581	-
RPS21	P63220	40S ribosomal protein S21	RS21_HUMAN	3.79e-23	6227	20	62387065	62388520	+
RPS23	P62266	40S ribosomal protein S23	RS23_HUMAN	2.93e-10	6228	5	82273320	82278416	-
RPS24	P62847	40S ribosomal protein S24	RS24_HUMAN	9.01e-16	6229	10	78033760	78056813	+
RPS25	P62851	40S ribosomal protein S25	RS25_HUMAN	2.1e-11	6230	11	119015712	119018347	-
RPS27L	Q71UM5	40S ribosomal protein S27-like	RS27L_HUMAN	3.24e-20	51065	15	63153340	63157542	-
RPS28	P62857	40S ribosomal protein S28	RS28_HUMAN	4.14e-05	6234	19	8321500	8322396	+
RPS3	P23396	40S ribosomal protein S3	RS3_HUMAN	1.55e-22	6188	11	75399491	75422302	+
RPS3A	P61247	40S ribosomal protein S3a	RS3A_HUMAN	5.45e-14	6189	4	151099573	151104652	+
RPS4X	P62701	"40S ribosomal protein S4, X isoform"	RS4X_HUMAN	1.95e-11	6191	X	72272603	72277291	-
RPS4Y1	P22090	"40S ribosomal protein S4, Y isoform 1"	RS4Y1_HUMAN	2.17e-14	6192	Y	2841582	2866956	+
RPS5	P46782	40S ribosomal protein S5	RS5_HUMAN	1.86e-07	6193	19	58387269	58394804	+
RPS6	P62753	40S ribosomal protein S6	RS6_HUMAN	2.12e-13	6194	9	19376256	19380237	-
RPS6KA1	Q15418	Ribosomal protein S6 kinase alpha-1	KS6A1_HUMAN	1.48e-09	6195	1	26529758	26575030	+
RPS6KA3	P51812	Ribosomal protein S6 kinase alpha-3	KS6A3_HUMAN	3.24e-13	6197	X	20149911	20267095	-
RPS6KA4	O75676	Ribosomal protein S6 kinase alpha-4	KS6A4_HUMAN	3.61e-10	8986	11	64359153	64372215	+
RPS6KA5	O75582	Ribosomal protein S6 kinase alpha-5	KS6A5_HUMAN	0.005566678	9252	14	90868122	91060649	-
RPS6KB1	P23443	Ribosomal protein S6 kinase beta-1	KS6B1_HUMAN	9.84e-05	6198	17	59893046	59950426	+
RPS6KB2	Q9UBS0	Ribosomal protein S6 kinase beta-2	KS6B2_HUMAN	3.43e-05	6199	11	67428460	67435408	+
RPS7	P62081	40S ribosomal protein S7	RS7_HUMAN	6.23e-15	6201	2	3575263	3580919	+
RPS8	P62241	40S ribosomal protein S8	RS8_HUMAN	5.23e-17	6202	1	44775574	44778740	+
RPS9	P46781	40S ribosomal protein S9	RS9_HUMAN	6.51e-10	6203	19	54200557	54207647	+
RPSA	P08865	40S ribosomal protein SA	RSSA_HUMAN	2e-11	3921	3	39406689	39412542	+
RPTOR	Q8N122	Regulatory-associated protein of mTOR	RPTOR_HUMAN	1.02e-13	57521	17	80544825	80966373	+
RRAGA	Q7L523	Ras-related GTP-binding protein A	RRAGA_HUMAN	1.77e-19	10670	9	19049374	19051025	+
RRAGC	Q9HB90	Ras-related GTP-binding protein C	RRAGC_HUMAN	3.36e-16	64121	1	38838197	38859823	-
RRAS	P10301	Ras-related protein R-Ras	RRAS_HUMAN	1.28e-19	6237	19	49635295	49640143	-
RRAS2	P62070	Ras-related protein R-Ras2	RRAS2_HUMAN	0.001068435	22800	11	14277920	14364506	-
RRBP1	Q9P2E9	Ribosome-binding protein 1	RRBP1_HUMAN	3.79e-23	6238	20	17613678	17682283	-
RREB1	Q92766	Ras-responsive element-binding protein 1	RREB1_HUMAN	0.000338908	6239	6	7107597	7251980	+
RRM1	P23921	Ribonucleoside-diphosphate reductase large subunit	RIR1_HUMAN	1.59e-05	6240	11	4094561	4138881	+
RRM2B	Q7LG56	Ribonucleoside-diphosphate reductase subunit M2 B	RIR2B_HUMAN	1e-06	50484	8	102204501	102239118	-
RRP1	P56182	Ribosomal RNA processing protein 1 homolog A	RRP1_HUMAN	3.52e-05	8568	21	43789535	43804102	+
RRP12	Q5JTH9	RRP12-like protein	RRP12_HUMAN	4.41e-06	23223	10	97356701	97401370	-
RRP7A	Q9Y3A4	Ribosomal RNA-processing protein 7 homolog A	RRP7A_HUMAN	2.46e-06	27341	22	42508335	42519823	-
RRP9	O43818	U3 small nucleolar RNA-interacting protein 2	U3IP2_HUMAN	0.000534329	9136	3	51933426	51941941	-
RRS1	Q15050	Ribosome biogenesis regulatory protein homolog	RRS1_HUMAN	1.34e-07	23212	8	66429028	66430733	+
RSL1D1	O76021	Ribosomal L1 domain-containing protein 1	RL1D1_HUMAN	2.22e-15	26156	16	11834196	11851585	-
RSU1	Q15404	Ras suppressor protein 1	RSU1_HUMAN	3.79e-23	6251	10	16590616	16817454	-
RTCA	O00442	RNA 3'-terminal phosphate cyclase	RTCA_HUMAN	4.11e-11	8634	1	100266158	100292769	+
RTCB	Q9Y3I0	RNA-splicing ligase RtcB homolog	RTCB_HUMAN	1.04e-21	51493	22	32387575	32412287	-
RTF1	Q92541	RNA polymerase-associated protein RTF1 homolog	RTF1_HUMAN	7.08e-05	23168	15	41417104	41483563	+
RTKN	Q9BST9	Rhotekin	RTKN_HUMAN	9.88e-07	6242	2	74425861	74441933	-
RTL8C;RTL8A	A6ZKI3;Q9BWD3	Retrotransposon Gag-like protein 8C;Retrotransposon Gag-like protein 8A	RTL8C_HUMAN;RTL8A_HUMAN	0.009987282					
RTN1	Q16799	Reticulon-1	RTN1_HUMAN	3.16e-09	6252	14	59595976	59870839	-
RTN3	O95197	Reticulon-3	RTN3_HUMAN	3.02e-05	10313	11	63681360	63759891	+
RTN4	Q9NQC3	Reticulon-4	RTN4_HUMAN	1.24e-20	57142	2	54972189	55112616	-
RTN4IP1	Q8WWV3	"Reticulon-4-interacting protein 1, mitochondrial"	RT4I1_HUMAN	0.00449959	84816	6	106571028	106630500	-
RTRAF	Q9Y224	"RNA transcription, translation and transport factor protein"	RTRAF_HUMAN	2.63e-17					
RUFY1	Q96T51	RUN and FYVE domain-containing protein 1	RUFY1_HUMAN	6.23e-12	80230	5	179550561	179610026	+
RUFY2	Q8WXA3	RUN and FYVE domain-containing protein 2	RUFY2_HUMAN	1.46e-06	55680	10	68341107	68407294	-
RUFY3	Q7L099	Protein RUFY3	RUFY3_HUMAN	0.004575453	22902	4	70704686	70808622	+
RUSF1	Q96GQ5	RUS family member 1	RUSF1_HUMAN	0.000770295					
RUVBL1	Q9Y265	RuvB-like 1	RUVB1_HUMAN	1.28e-17	8607	3	128064877	128153909	-
RUVBL2	Q9Y230	RuvB-like 2	RUVB2_HUMAN	5.07e-20	10856	19	48993353	49015926	+
RWDD1	Q9H446	RWD domain-containing protein 1	RWDD1_HUMAN	5.3e-06	51389	6	116571367	116593601	+
RWDD4	Q6NW29	RWD domain-containing protein 4	RWDD4_HUMAN	0.005474076	201965	4	183639636	183659178	-
RXRA	P19793	Retinoic acid receptor RXR-alpha	RXRA_HUMAN	9.37e-14	6256	9	134326463	134440586	+
RXRB	P28702	Retinoic acid receptor RXR-beta	RXRB_HUMAN	0.001742734	6257	6	33193585	33200853	-
S100A10	P60903	Protein S100-A10	S10AA_HUMAN	1.41e-16	6281	1	151982910	151994238	-
S100A11	P31949	Protein S100-A11	S10AB_HUMAN	1.99e-07	6282	1	152032506	152037035	-
S100A12	P80511	Protein S100-A12	S10AC_HUMAN	3.98e-16	6283	1	153373708	153375599	-
S100A13	Q99584	Protein S100-A13	S10AD_HUMAN	3.68e-12	6284	1	153618799	153634092	-
S100A14	Q9HCY8	Protein S100-A14	S10AE_HUMAN	3.4e-21	57402	1	153614255	153616332	-
S100A16	Q96FQ6	Protein S100-A16	S10AG_HUMAN	1.47e-12	140576	1	153606886	153613038	-
S100A4	P26447	Protein S100-A4	S10A4_HUMAN	2.67e-10	6275	1	153543619	153545806	-
S100A6	P06703	Protein S100-A6	S10A6_HUMAN	1.6e-13	6277	1	153534600	153536241	-
S100A7	P31151	Protein S100-A7	S10A7_HUMAN	2.33e-16	6278	1	153457744	153460661	-
S100A8	P05109	Protein S100-A8	S10A8_HUMAN	5.57e-15	6279	1	153390032	153422578	-
S100A9	P06702	Protein S100-A9	S10A9_HUMAN	1.45e-20	6280	1	153357854	153361027	+
S100B	P04271	Protein S100-B	S100B_HUMAN	1.39e-11	6285	21	46598618	46605122	-
S100P	P25815	Protein S100-P	S100P_HUMAN	3.17e-05	6286	4	6693839	6697170	+
SAA1	P0DJI8	Serum amyloid A-1 protein	SAA1_HUMAN	8.55e-14	6288	11	18266261	18269977	+
SAA2	P0DJI9	Serum amyloid A-2 protein	SAA2_HUMAN	0.006051734	6289	11	18238233	18248674	-
SAA4	P35542	Serum amyloid A-4 protein	SAA4_HUMAN	7.83e-11	6291	11	18231355	18236837	-
SACM1L	Q9NTJ5	Phosphatidylinositol-3-phosphatase SAC1	SAC1_HUMAN	3.59e-15	22908	3	45689262	45745409	+
SAE1	Q9UBE0	SUMO-activating enzyme subunit 1	SAE1_HUMAN	8.44e-09	10055	19	47130823	47210636	+
SAFB	Q15424	Scaffold attachment factor B1	SAFB1_HUMAN	1.47e-06	6294	19	5623035	5668478	+
SAFB2	Q14151	Scaffold attachment factor B2	SAFB2_HUMAN	2.86e-12	9667	19	5586993	5622927	-
SAMHD1	Q9Y3Z3	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	SAMH1_HUMAN	3.79e-23	25939	20	36891824	36951843	-
SAMM50	Q9Y512	Sorting and assembly machinery component 50 homolog	SAM50_HUMAN	1.2e-12	25813	22	43955381	43996532	+
SAP130	Q9H0E3	Histone deacetylase complex subunit SAP130	SP130_HUMAN	0.002720076	79595	2	127941217	128028093	-
SAP30BP	Q9UHR5	SAP30-binding protein	S30BP_HUMAN	1.7e-14	29115	17	75667116	75708062	+
SAR1A	Q9NR31	GTP-binding protein SAR1a	SAR1A_HUMAN	1.44e-09	56681	10	70150204	70170529	-
SAR1B	Q9Y6B6	GTP-binding protein SAR1b	SAR1B_HUMAN	3.92e-11	51128	5	134601149	134632843	-
SARG	Q9BW04	Specifically androgen-regulated gene protein	SARG_HUMAN	5.76e-06					
SARM1	Q6SZW1	NAD(+) hydrolase SARM1	SARM1_HUMAN	0.000287028	23098	17	28371662	28401045	+
SARNP	P82979	SAP domain-containing ribonucleoprotein	SARNP_HUMAN	1.22e-12	84324	12	55752463	55817756	-
SARS1	P49591	"Serine--tRNA ligase, cytoplasmic"	SYSC_HUMAN	3.79e-23					
SARS2	Q9NP81	"Serine--tRNA ligase, mitochondrial"	SYSM_HUMAN	1.29e-16	54938	19	38915264	38930896	-
SART1	O43290	U4/U6.U5 tri-snRNP-associated protein 1	SNUT1_HUMAN	5.47e-05	9092	11	65961689	65980136	+
SART3	Q15020	Squamous cell carcinoma antigen recognized by T-cells 3	SART3_HUMAN	2.96e-11	9733	12	108522214	108561389	-
SASH1	O94885	SAM and SH3 domain-containing protein 1	SASH1_HUMAN	0.002440976	23328	6	148193440	148552049	+
SASH3	O75995	SAM and SH3 domain-containing protein 3	SASH3_HUMAN	5.01e-07	54440	X	129779916	129795201	+
SAT2	Q96F10	Thialysine N-epsilon-acetyltransferase	SAT2_HUMAN	0.003695854	112483	17	7626234	7627876	-
SBDS	Q9Y3A5	Ribosome maturation protein SBDS	SBDS_HUMAN	1.49e-05	51119	7	66987703	66995601	-
SBF1	O95248	Myotubularin-related protein 5	MTMR5_HUMAN	3.29e-06	6305	22	50444630	50480296	-
SBF2	Q86WG5	Myotubularin-related protein 13	MTMRD_HUMAN	5.64e-05	81846	11	9778667	10294207	-
SBNO1	A3KN83	Protein strawberry notch homolog 1	SBNO1_HUMAN	0.000155754	55206	12	123289109	123365525	-
SBSN	Q6UWP8	Suprabasin	SBSN_HUMAN	2.83e-16	374897	19	35523367	35528351	-
SCAF8	Q9UPN6	SR-related and CTD-associated factor 8	SCAF8_HUMAN	0.002888841	22828	6	154733378	154834244	+
SCAI	Q8N9R8	Protein SCAI	SCAI_HUMAN	0.000319167	286205	9	124942608	125143559	-
SCAMP1	O15126	Secretory carrier-associated membrane protein 1	SCAM1_HUMAN	2.33e-08	9522	5	78360503	78480739	+
SCAMP2	O15127	Secretory carrier-associated membrane protein 2	SCAM2_HUMAN	3.79e-23	10066	15	74843730	74873365	-
SCAMP3	O14828	Secretory carrier-associated membrane protein 3	SCAM3_HUMAN	3.79e-23	10067	1	155255979	155262434	-
SCAMP4	Q969E2	Secretory carrier-associated membrane protein 4	SCAM4_HUMAN	5.07e-11	113178	19	1905374	1926013	+
SCARA5	Q6ZMJ2	Scavenger receptor class A member 5	SCAR5_HUMAN	7.9e-12	286133	8	27869882	27992852	-
SCARB1	Q8WTV0	Scavenger receptor class B member 1	SCRB1_HUMAN	0.000962195	949	12	124777628	124863973	-
SCARB2	Q14108	Lysosome membrane protein 2	SCRB2_HUMAN	1.92e-08	950	4	76158737	76213899	-
SCCPDH	Q8NBX0	Saccharopine dehydrogenase-like oxidoreductase	SCPDL_HUMAN	1.47e-08	51097	1	246724076	246768137	+
SCEL	O95171	Sciellin	SCEL_HUMAN	3.79e-23	8796	13	77535674	77645263	+
SCFD1	Q8WVM8	Sec1 family domain-containing protein 1	SCFD1_HUMAN	3.08e-13	23256	14	30622254	30735828	+
SCFD2	Q8WU76	Sec1 family domain-containing protein 2	SCFD2_HUMAN	2.09e-07	152579	4	52872982	53366111	-
SCIN	Q9Y6U3	Scinderin	SCIN_HUMAN	1.77e-05	85477	7	12570349	12653603	+
SCML2	Q9UQR0	Sex comb on midleg-like protein 2	SCML2_HUMAN	2.55e-05	10389	X	18239313	18354724	-
SCO1	O75880	"Protein SCO1 homolog, mitochondrial"	SCO1_HUMAN	6.39e-05	6341	17	10680332	10697568	-
SCO2	O43819	"Protein SCO2 homolog, mitochondrial"	SCO2_HUMAN	0.000625132	9997	22	50523568	50526439	-
SCP2	P22307	Sterol carrier protein 2	SCP2_HUMAN	2.02e-12	6342	1	52927229	53051617	+
SCPEP1	Q9HB40	Retinoid-inducible serine carboxypeptidase	RISC_HUMAN	4.28e-14	59342	17	56978107	57006768	+
SCRIB	Q14160	Protein scribble homolog	SCRIB_HUMAN	8.16e-20	23513	8	143790920	143815379	-
SCRN1	Q12765	Secernin-1	SCRN1_HUMAN	0.000229784	9805	7	29920103	29990289	-
SCRN2	Q96FV2	Secernin-2	SCRN2_HUMAN	2.82e-19	90507	17	47837681	47841333	-
SCRN3	Q0VDG4	Secernin-3	SCRN3_HUMAN	0.003036213	79634	2	174395729	174429575	+
SCYL1	Q96KG9	N-terminal kinase-like protein	SCYL1_HUMAN	1.37e-05	57410	11	65525065	65538711	+
SCYL2	Q6P3W7	SCY1-like protein 2	SCYL2_HUMAN	5.24e-06	55681	12	100267137	100341722	+
SDAD1	Q9NVU7	Protein SDA1 homolog	SDA1_HUMAN	0.000359864	55153	4	75949906	75990962	-
SDC1	P18827	Syndecan-1	SDC1_HUMAN	1.53e-13	6382	2	20200797	20225433	-
SDC4	P31431	Syndecan-4	SDC4_HUMAN	4.78e-16	6385	20	45325285	45348424	-
SDCBP	O00560	Syntenin-1	SDCB1_HUMAN	7.2e-21	6386	8	58553169	58582860	+
SDCBP2	Q9H190	Syntenin-2	SDCB2_HUMAN	3.25e-05	27111	20	1309909	1329235	-
SDF4	Q9BRK5	45 kDa calcium-binding protein	CAB45_HUMAN	3.05e-07	51150	1	1216908	1232067	-
SDHA	P31040	"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"	SDHA_HUMAN	1.01e-22	6389	5	218223	264816	+
SDHAF4	Q5VUM1	"Succinate dehydrogenase assembly factor 4, mitochondrial"	SDHF4_HUMAN	0.006597844	135154	6	70566922	70588903	+
SDHB	P21912	"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial"	SDHB_HUMAN	1.04e-14	6390	1	17018722	17054170	-
SDHC	Q99643	"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial"	C560_HUMAN	0.001830275	6391	1	161314376	161364751	+
SDHD	O14521	"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial"	DHSD_HUMAN	0.000194194	6392	11	112086824	112095801	+
SDK1	Q7Z5N4	Protein sidekick-1	SDK1_HUMAN	1.74e-06	221935	7	3301448	4269000	+
SDR16C5	Q8N3Y7	Epidermal retinol dehydrogenase 2	RDHE2_HUMAN	1.52e-14	195814	8	56300011	56320776	-
SDR39U1	Q9NRG7	Epimerase family protein SDR39U1	D39U1_HUMAN	0.000601175	56948	14	24439766	24442905	-
SDR9C7	Q8NEX9	Short-chain dehydrogenase/reductase family 9C member 7	DR9C7_HUMAN	2.96e-06	121214	12	56923154	56934405	-
SEC11A	P67812	Signal peptidase complex catalytic subunit SEC11A	SC11A_HUMAN	1.97e-10	23478	15	84669537	84716460	-
SEC13	P55735	Protein SEC13 homolog	SEC13_HUMAN	5.29e-06	6396	3	10300929	10321188	-
SEC14L2	O76054	SEC14-like protein 2	S14L2_HUMAN	0.00862595	23541	22	30396941	30425303	+
SEC14L4	Q9UDX3	SEC14-like protein 4	S14L4_HUMAN	0.000181464	284904	22	30488890	30505711	-
SEC16A	O15027	Protein transport protein Sec16A	SC16A_HUMAN	3.58e-09	9919	9	136440096	136484549	-
SEC22B	O75396	Vesicle-trafficking protein SEC22b	SC22B_HUMAN	2.52e-13	9554	1	120155942	120176521	-
SEC23A	Q15436	Protein transport protein Sec23A	SC23A_HUMAN	3.79e-23	10484	14	39031919	39103243	-
SEC23B	Q15437	Protein transport protein Sec23B	SC23B_HUMAN	1.31e-14	10483	20	18507544	18561415	+
SEC23IP	Q9Y6Y8	SEC23-interacting protein	S23IP_HUMAN	3.37e-12	11196	10	119892573	119944658	+
SEC24A	O95486	Protein transport protein Sec24A	SC24A_HUMAN	3.62e-07	10802	5	134648785	134727911	+
SEC24B	O95487	Protein transport protein Sec24B	SC24B_HUMAN	8.37e-06	10427	4	109433772	109540459	+
SEC24C	P53992	Protein transport protein Sec24C	SC24C_HUMAN	3.53e-16	9632	10	73744281	73772175	+
SEC24D	O94855	Protein transport protein Sec24D	SC24D_HUMAN	1.19e-10	9871	4	118722823	118838683	-
SEC31A	O94979	Protein transport protein Sec31A	SC31A_HUMAN	1.25e-14	22872	4	82818661	82891280	-
SEC61A1	P61619	Protein transport protein Sec61 subunit alpha isoform 1	S61A1_HUMAN	2.48e-10	29927	3	128052369	128071683	+
SEC61B	P60468	Protein transport protein Sec61 subunit beta	SC61B_HUMAN	2.55e-08	10952	9	99222288	99230619	+
SEC61G	P60059	Protein transport protein Sec61 subunit gamma	SC61G_HUMAN	7.99e-07	23480	7	54752247	54759246	-
SEC63	Q9UGP8	Translocation protein SEC63 homolog	SEC63_HUMAN	9.89e-10	11231	6	107867756	107958278	-
SECTM1	Q8WVN6	Secreted and transmembrane protein 1	SCTM1_HUMAN	1.18e-06	6398	17	82321024	82334045	-
SEH1L	Q96EE3	Nucleoporin SEH1	SEH1_HUMAN	4.02e-09	81929	18	12947984	12987537	+
SEL1L	Q9UBV2	Protein sel-1 homolog 1	SE1L1_HUMAN	2.1e-12	6400	14	81471547	81533861	-
SELENBP1	Q13228	Methanethiol oxidase	SBP1_HUMAN	8.62e-18	8991	1	151364302	151372734	-
SELENOF	O60613	Selenoprotein F	SEP15_HUMAN	1.23e-18					
SELENOH	Q8IZQ5	Selenoprotein H	SELH_HUMAN	3.13e-06					
SELENOM	Q8WWX9	Selenoprotein M	SELM_HUMAN	1.41e-08					
SELENON	Q9NZV5	Selenoprotein N	SELN_HUMAN	3.87e-07					
SELENOO	Q9BVL4	"Protein adenylyltransferase SelO, mitochondrial"	SELO_HUMAN	2.06e-08					
SELENOP	P49908	Selenoprotein P	SEPP1_HUMAN	3.08e-22					
SELENOT	P62341	Thioredoxin reductase-like selenoprotein T	SELT_HUMAN	1.25e-06					
SELL	P14151	L-selectin	LYAM1_HUMAN	0.001611233	6402	1	169690665	169711702	-
SELP	P16109	P-selectin	LYAM3_HUMAN	4.83e-14	6403	1	169588849	169630139	-
SEMA3C	Q99985	Semaphorin-3C	SEM3C_HUMAN	4.88e-05	10512	7	80742538	80919351	-
SEPHS1	P49903	"Selenide, water dikinase 1"	SPS1_HUMAN	2.58e-12	22929	10	13317428	13348298	-
SEPSECS	Q9HD40	O-phosphoseryl-tRNA(Sec) selenium transferase	SPCS_HUMAN	8.08e-06	51091	4	25120005	25160582	-
SEPTIN10	Q9P0V9	Septin-10	SEP10_HUMAN	2.91e-18					
SEPTIN11	Q9NVA2	Septin-11	SEP11_HUMAN	3.23e-15					
SEPTIN2	Q15019	Septin-2	SEPT2_HUMAN	3.35e-16					
SEPTIN3	Q9UH03	Neuronal-specific septin-3	SEPT3_HUMAN	0.003713686					
SEPTIN5	Q99719	Septin-5	SEPT5_HUMAN	3.89e-11					
SEPTIN6	Q14141	Septin-6	SEPT6_HUMAN	1.18e-13					
SEPTIN7	Q16181	Septin-7	SEPT7_HUMAN	4.95e-16					
SEPTIN8	Q92599	Septin-8	SEPT8_HUMAN	9.02e-20					
SEPTIN9	Q9UHD8	Septin-9	SEPT9_HUMAN	3.77e-20					
SERBP1	Q8NC51	Plasminogen activator inhibitor 1 RNA-binding protein	PAIRB_HUMAN	6.88e-19	26135	1	67407810	67430440	-
SERPINA1	P01009	Alpha-1-antitrypsin	A1AT_HUMAN	3.67e-17	5265	14	94376747	94390692	-
SERPINA10	Q9UK55	Protein Z-dependent protease inhibitor	ZPI_HUMAN	8.89e-10	51156	14	94283313	94293271	-
SERPINA12	Q8IW75	Serpin A12	SPA12_HUMAN	1.9e-10	145264	14	94481651	94517844	-
SERPINA3	P01011	Alpha-1-antichymotrypsin	AACT_HUMAN	5.71e-18	12	14	94612377	94624053	+
SERPINA4	P29622	Kallistatin	KAIN_HUMAN	1.03e-20	5267	14	94561420	94569913	+
SERPINA5	P05154	Plasma serine protease inhibitor	IPSP_HUMAN	2.24e-19	5104	14	94581369	94593120	+
SERPINA6	P08185	Corticosteroid-binding globulin	CBG_HUMAN	7.49e-15	866	14	94304248	94323351	-
SERPINA7	P05543	Thyroxine-binding globulin	THBG_HUMAN	3.79e-23	6906	X	106033199	106038727	-
SERPINB1	P30740	Leukocyte elastase inhibitor	ILEU_HUMAN	3.91e-21	1992	6	2832332	2842049	-
SERPINB10	P48595	Serpin B10	SPB10_HUMAN	1.68e-22	5273	18	63907969	63936111	+
SERPINB12	Q96P63	Serpin B12	SPB12_HUMAN	1.08e-16	89777	18	63519090	63569329	+
SERPINB13	Q9UIV8	Serpin B13	SPB13_HUMAN	1.78e-10	5275	18	63587202	63599199	+
SERPINB2	P05120	Plasminogen activator inhibitor 2	PAI2_HUMAN	3.18e-14	5055	18	63887705	63903890	+
SERPINB3	P29508	Serpin B3	SPB3_HUMAN	1.2e-13	6317	18	63655197	63661963	-
SERPINB4	P48594	Serpin B4	SPB4_HUMAN	7.95e-17	6318	18	63637259	63644319	-
SERPINB5	P36952	Serpin B5	SPB5_HUMAN	4.42e-17	5268	18	63476911	63505085	+
SERPINB6	P35237	Serpin B6	SPB6_HUMAN	1.95e-16	5269	6	2948159	2972165	-
SERPINB7	O75635	Serpin B7	SPB7_HUMAN	6.27e-17	8710	18	63753047	63805376	+
SERPINB8	P50452	Serpin B8	SPB8_HUMAN	3.79e-23	5271	18	63970028	64006821	+
SERPINB9	P50453	Serpin B9	SPB9_HUMAN	5.44e-17	5272	6	2887265	2903312	-
SERPINC1	P01008	Antithrombin-III	ANT3_HUMAN	4.15e-15	462	1	173903800	173917378	-
SERPIND1	P05546	Heparin cofactor 2	HEP2_HUMAN	1.14e-12	3053	22	20774095	20787720	+
